filepath,sign_id,subject_id,repetition,fps,frames,width,height
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_001_001.mp4,35,1,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_001_002.mp4,35,1,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_001_003.mp4,35,1,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_001_004.mp4,35,1,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_001_005.mp4,35,1,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_002_001.mp4,35,2,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_002_002.mp4,35,2,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_002_003.mp4,35,2,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_002_004.mp4,35,2,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_002_005.mp4,35,2,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_003_001.mp4,35,3,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_003_002.mp4,35,3,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_003_003.mp4,35,3,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_003_004.mp4,35,3,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_003_005.mp4,35,3,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_004_001.mp4,35,4,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_004_002.mp4,35,4,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_004_003.mp4,35,4,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_004_004.mp4,35,4,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_004_005.mp4,35,4,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_005_001.mp4,35,5,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_005_002.mp4,35,5,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_005_003.mp4,35,5,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_005_004.mp4,35,5,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_005_005.mp4,35,5,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_006_001.mp4,35,6,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_006_002.mp4,35,6,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_006_003.mp4,35,6,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_006_004.mp4,35,6,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_006_005.mp4,35,6,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_007_001.mp4,35,7,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_007_002.mp4,35,7,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_007_003.mp4,35,7,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_007_004.mp4,35,7,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_007_005.mp4,35,7,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_008_001.mp4,35,8,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_008_002.mp4,35,8,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_008_003.mp4,35,8,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_008_004.mp4,35,8,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_008_005.mp4,35,8,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_009_001.mp4,35,9,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_009_002.mp4,35,9,2,59.94,182,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_009_003.mp4,35,9,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_009_004.mp4,35,9,4,59.94,182,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_009_005.mp4,35,9,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_010_001.mp4,35,10,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_010_002.mp4,35,10,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_010_003.mp4,35,10,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_010_004.mp4,35,10,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_010_005.mp4,35,10,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_001_001.mp4,36,1,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_001_002.mp4,36,1,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_001_003.mp4,36,1,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_001_004.mp4,36,1,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_001_005.mp4,36,1,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_002_001.mp4,36,2,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_002_002.mp4,36,2,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_002_003.mp4,36,2,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_002_004.mp4,36,2,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_002_005.mp4,36,2,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_003_001.mp4,36,3,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_003_002.mp4,36,3,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_003_003.mp4,36,3,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_003_004.mp4,36,3,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_003_005.mp4,36,3,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_004_001.mp4,36,4,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_004_002.mp4,36,4,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_004_003.mp4,36,4,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_004_004.mp4,36,4,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_004_005.mp4,36,4,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_005_001.mp4,36,5,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_005_002.mp4,36,5,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_005_003.mp4,36,5,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_005_004.mp4,36,5,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_005_005.mp4,36,5,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_006_001.mp4,36,6,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_006_002.mp4,36,6,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_006_003.mp4,36,6,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_006_004.mp4,36,6,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_006_005.mp4,36,6,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_007_001.mp4,36,7,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_007_002.mp4,36,7,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_007_003.mp4,36,7,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_007_004.mp4,36,7,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_007_005.mp4,36,7,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_008_001.mp4,36,8,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_008_002.mp4,36,8,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_008_003.mp4,36,8,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_008_004.mp4,36,8,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_008_005.mp4,36,8,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_009_001.mp4,36,9,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_009_002.mp4,36,9,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_009_003.mp4,36,9,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_009_004.mp4,36,9,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_009_005.mp4,36,9,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_010_001.mp4,36,10,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_010_002.mp4,36,10,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_010_003.mp4,36,10,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_010_004.mp4,36,10,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_010_005.mp4,36,10,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_001_001.mp4,37,1,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_001_002.mp4,37,1,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_001_003.mp4,37,1,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_001_004.mp4,37,1,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_001_005.mp4,37,1,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_002_001.mp4,37,2,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_002_002.mp4,37,2,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_002_003.mp4,37,2,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_002_004.mp4,37,2,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_002_005.mp4,37,2,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_003_001.mp4,37,3,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_003_002.mp4,37,3,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_003_003.mp4,37,3,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_003_004.mp4,37,3,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_003_005.mp4,37,3,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_004_001.mp4,37,4,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_004_002.mp4,37,4,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_004_003.mp4,37,4,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_004_004.mp4,37,4,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_004_005.mp4,37,4,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_005_001.mp4,37,5,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_005_002.mp4,37,5,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_005_003.mp4,37,5,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_005_004.mp4,37,5,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_005_005.mp4,37,5,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_006_001.mp4,37,6,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_006_002.mp4,37,6,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_006_003.mp4,37,6,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_006_004.mp4,37,6,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_006_005.mp4,37,6,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_007_001.mp4,37,7,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_007_002.mp4,37,7,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_007_003.mp4,37,7,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_007_004.mp4,37,7,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_007_005.mp4,37,7,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_008_001.mp4,37,8,1,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_008_002.mp4,37,8,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_008_003.mp4,37,8,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_008_004.mp4,37,8,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_008_005.mp4,37,8,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_009_001.mp4,37,9,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_009_002.mp4,37,9,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_009_003.mp4,37,9,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_009_004.mp4,37,9,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_009_005.mp4,37,9,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_010_001.mp4,37,10,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_010_002.mp4,37,10,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_010_003.mp4,37,10,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_010_004.mp4,37,10,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_010_005.mp4,37,10,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_001_001.mp4,38,1,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_001_002.mp4,38,1,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_001_003.mp4,38,1,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_001_004.mp4,38,1,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_001_005.mp4,38,1,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_002_001.mp4,38,2,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_002_002.mp4,38,2,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_002_003.mp4,38,2,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_002_004.mp4,38,2,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_002_005.mp4,38,2,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_003_001.mp4,38,3,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_003_002.mp4,38,3,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_003_003.mp4,38,3,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_003_004.mp4,38,3,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_003_005.mp4,38,3,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_004_001.mp4,38,4,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_004_002.mp4,38,4,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_004_003.mp4,38,4,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_004_004.mp4,38,4,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_004_005.mp4,38,4,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_005_001.mp4,38,5,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_005_002.mp4,38,5,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_005_003.mp4,38,5,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_005_004.mp4,38,5,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_005_005.mp4,38,5,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_006_001.mp4,38,6,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_006_002.mp4,38,6,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_006_003.mp4,38,6,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_006_004.mp4,38,6,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_006_005.mp4,38,6,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_007_001.mp4,38,7,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_007_002.mp4,38,7,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_007_003.mp4,38,7,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_007_004.mp4,38,7,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_007_005.mp4,38,7,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_008_001.mp4,38,8,1,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_008_002.mp4,38,8,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_008_003.mp4,38,8,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_008_004.mp4,38,8,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_008_005.mp4,38,8,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_009_001.mp4,38,9,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_009_002.mp4,38,9,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_009_003.mp4,38,9,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_009_004.mp4,38,9,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_009_005.mp4,38,9,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_010_001.mp4,38,10,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_010_002.mp4,38,10,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_010_003.mp4,38,10,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_010_004.mp4,38,10,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_010_005.mp4,38,10,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_001_001.mp4,39,1,1,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_001_002.mp4,39,1,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_001_003.mp4,39,1,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_001_004.mp4,39,1,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_001_005.mp4,39,1,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_002_001.mp4,39,2,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_002_002.mp4,39,2,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_002_003.mp4,39,2,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_002_004.mp4,39,2,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_002_005.mp4,39,2,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_003_001.mp4,39,3,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_003_002.mp4,39,3,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_003_003.mp4,39,3,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_003_004.mp4,39,3,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_003_005.mp4,39,3,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_004_001.mp4,39,4,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_004_002.mp4,39,4,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_004_003.mp4,39,4,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_004_004.mp4,39,4,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_004_005.mp4,39,4,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_005_001.mp4,39,5,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_005_002.mp4,39,5,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_005_003.mp4,39,5,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_005_004.mp4,39,5,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_005_005.mp4,39,5,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_006_001.mp4,39,6,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_006_002.mp4,39,6,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_006_003.mp4,39,6,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_006_004.mp4,39,6,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_006_005.mp4,39,6,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_007_001.mp4,39,7,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_007_002.mp4,39,7,2,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_007_003.mp4,39,7,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_007_004.mp4,39,7,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_007_005.mp4,39,7,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_008_001.mp4,39,8,1,59.94,122,1920,1080
