video_path,label
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_005_003.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_010_005.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_004_005.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_009_001.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\062_004_002.mp4,61
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\023_004_001.mp4,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_007_001.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\026_006_001.mp4,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_005_003.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_010_002.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_003_004.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\061_009_001.mp4,60
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_003_002.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_003_005.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_008_001.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_001_005.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_007_002.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_010_004.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_002_004.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_005_004.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_006_004.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_008_005.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_007_003.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\056_007_001.mp4,55
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_006_002.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_010_002.mp4,51
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_004_001.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_001_003.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\026_001_002.mp4,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_008_005.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\026_007_001.mp4,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_010_003.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_002_001.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_002_001.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\050_006_004.mp4,49
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_007_005.mp4,37
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_005_002.mp4,34
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_006_004.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_001_004.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_010_002.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\050_007_001.mp4,49
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\050_010_004.mp4,49
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_010_001.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\026_001_004.mp4,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_009_003.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_010_005.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\058_008_005.mp4,57
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_008_005.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_004_005.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_006_004.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_001_001.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_008_003.mp4,52
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_009_001.mp4,52
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_003_003.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\058_005_001.mp4,57
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\034_002_004.mp4,33
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_003_001.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\046_003_004.mp4,45
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_006_004.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\046_004_001.mp4,45
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_002_004.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_003_005.mp4,4
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_009_001.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_005_002.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_001_003.mp4,37
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_010_002.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_007_004.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\064_010_003.mp4,63
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_008_005.mp4,7
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\043_007_001.mp4,42
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_004_005.mp4,37
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_004_005.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_006_004.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_009_004.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_005_004.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\024_004_004.mp4,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\057_007_002.mp4,56
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\042_002_003.mp4,41
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_002_005.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\046_005_005.mp4,45
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_008_001.mp4,7
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_001_002.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_006_004.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_001_002.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_001_005.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_003_005.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_008_001.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\034_008_002.mp4,33
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_004_004.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_002_004.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\043_005_005.mp4,42
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\024_003_003.mp4,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_004_002.mp4,37
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_001_004.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\031_003_004.mp4,30
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_006_003.mp4,37
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_005_005.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\057_001_005.mp4,56
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_008_005.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\064_008_003.mp4,63
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_007_001.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\032_009_003.mp4,31
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\043_009_004.mp4,42
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_003_004.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_004_004.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_004_002.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_009_002.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\060_003_002.mp4,59
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_006_001.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_004_001.mp4,52
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_007_004.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_007_005.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_006_004.mp4,51
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_010_004.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_001_004.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_007_005.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_006_003.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\057_006_004.mp4,56
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_004_001.mp4,34
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\001_003_003.mp4,0
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\062_006_001.mp4,61
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_008_004.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_005_005.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\064_001_003.mp4,63
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_006_001.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\027_003_002.mp4,26
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_004_001.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_009_001.mp4,51
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_003_004.mp4,11
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\062_007_001.mp4,61
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_009_004.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\056_003_001.mp4,55
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_001_002.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\032_007_005.mp4,31
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_001_002.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\057_008_001.mp4,56
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_003_005.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\001_010_002.mp4,0
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_003_004.mp4,38
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_008_005.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\056_006_003.mp4,55
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_005_005.mp4,38
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\018_006_004.mp4,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\058_005_002.mp4,57
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_003_002.mp4,7
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\046_007_003.mp4,45
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\050_003_001.mp4,49
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_009_002.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_006_005.mp4,38
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_003_001.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\044_009_003.mp4,43
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_008_002.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_009_004.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\018_005_003.mp4,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\020_001_005.mp4,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_002_001.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_008_001.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_010_002.mp4,52
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_003_001.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_001_002.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_004_003.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_006_004.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\043_010_004.mp4,42
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_005_001.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_007_001.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_006_005.mp4,7
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\018_006_002.mp4,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\042_002_005.mp4,41
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_004_005.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\042_001_003.mp4,41
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\050_004_004.mp4,49
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\050_004_002.mp4,49
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\001_010_004.mp4,0
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_010_002.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_010_001.mp4,34
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_006_002.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\024_007_002.mp4,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_004_004.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_008_001.mp4,38
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_002_005.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\018_005_004.mp4,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_006_004.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_002_001.mp4,11
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_007_001.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_001_001.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\024_003_002.mp4,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\060_006_004.mp4,59
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_009_005.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_010_005.mp4,37
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_005_005.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_008_001.mp4,34
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_001_005.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\040_008_001.mp4,39
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_009_004.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_002_002.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_002_005.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_004_003.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_010_002.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_008_001.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\032_007_001.mp4,31
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_010_002.mp4,5
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_005_004.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_006_001.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\023_006_004.mp4,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_002_002.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_010_004.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_005_001.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\044_005_005.mp4,43
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_002_003.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_005_003.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\001_002_005.mp4,0
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\042_008_004.mp4,41
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\031_002_005.mp4,30
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_001_001.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_009_002.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_001_003.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\057_003_005.mp4,56
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_009_005.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_010_003.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_004_001.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\049_008_005.mp4,48
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\024_005_004.mp4,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_008_002.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_009_004.mp4,5
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_007_005.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_008_001.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_003_003.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\025_005_001.mp4,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_010_001.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_001_001.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_006_003.mp4,7
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_008_003.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_009_005.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_008_003.mp4,5
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_005_002.mp4,5
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\043_001_002.mp4,42
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_008_003.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_003_005.mp4,14
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\061_003_005.mp4,60
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_009_002.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_002_001.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_009_003.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_003_005.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_009_004.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_003_004.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\027_010_001.mp4,26
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_003_004.mp4,7
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\018_003_005.mp4,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_001_004.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_003_002.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_004_001.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_007_003.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_005_003.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\062_007_004.mp4,61
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_001_003.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_002_001.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_009_002.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\025_005_003.mp4,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_007_005.mp4,38
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_004_003.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_002_001.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\044_010_003.mp4,43
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_008_004.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\020_006_003.mp4,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\025_006_005.mp4,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\023_008_004.mp4,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_002_003.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_006_005.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\025_004_001.mp4,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_006_004.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\042_008_001.mp4,41
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_006_001.mp4,52
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\060_001_004.mp4,59
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_009_001.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_004_005.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_003_004.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_005_003.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\042_004_002.mp4,41
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_001_003.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\018_009_001.mp4,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\032_009_004.mp4,31
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_003_005.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_010_002.mp4,38
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\031_002_002.mp4,30
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_005_005.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_003_001.mp4,34
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_002_001.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_003_005.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_006_004.mp4,34
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_009_002.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_006_001.mp4,7
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_002_001.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_003_002.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_008_004.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_003_002.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_004_004.mp4,14
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_008_004.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\018_002_002.mp4,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\031_004_001.mp4,30
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_010_003.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\034_001_005.mp4,33
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_009_002.mp4,4
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_004_001.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\024_008_004.mp4,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\050_001_001.mp4,49
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_004_001.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_001_005.mp4,5
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_007_004.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_009_002.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_010_003.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_004_005.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_006_004.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_008_001.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_007_003.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_010_002.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_007_001.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\034_003_001.mp4,33
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_001_002.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\043_007_005.mp4,42
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_010_004.mp4,4
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_010_002.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_006_002.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_010_002.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\057_010_001.mp4,56
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_003_002.mp4,53
